id,label
30707,0.06
30708,0.27
30709,0.1
30710,0.5
30711,0.2
30712,0.2
30713,0.14
30714,0.04
30715,0.22
30716,0.27
30717,0.3
30718,0.24
30719,0.23
30720,0.08
30721,0.12
30722,0.41
30723,0.406078431372549
30724,0.24
30725,0.15
30726,0.27
30727,0.18
30728,0.17
30729,0.4
30730,0.5
30731,0.21
30732,0.1
30733,0.25
30734,0.21
30735,0.21
30736,0.24
30737,0.32
30738,0.5
30739,0.23
30740,0.19
30741,0.44
30742,0.13
30743,0.5
30744,0.3
30745,0.15
30746,0.36
30747,0.09
30748,0.2
30749,0.26
30750,0.27
30751,0.4
30752,0.15
30753,0.11
30754,0.39
30755,0.5
30756,0.14
30757,0.25
30758,0.416078431372549
30759,0.16
30760,0.18
30761,0.19
30762,0.2
30763,0.29
30764,0.17
30765,0.23
30766,0.15
30767,0.26
30768,0.17
30769,0.2
30770,0.5
30771,0.37
30772,0.21
30773,0.4
30774,0.33
30775,0.35
30776,0.19
30777,0.2
30778,0.5
30779,0.406078431372549
30780,0.39
30781,0.39607843137254906
30782,0.27
30783,0.14
30784,0.4
30785,0.14
30786,0.33
30787,0.5
30788,0.11
30789,0.17
30790,0.09
30791,0.2
30792,0.406078431372549
30793,0.18
30794,0.39607843137254906
30795,0.39607843137254906
30796,0.21
30797,0.13
30798,0.4
30799,0.4
30800,0.24
30801,0.56
30802,0.22625
30803,0.2
30804,0.33
30805,0.13
30806,0.27
30807,0.21
30808,0.17
30809,0.12
30810,0.28
30811,0.19
30812,0.41
30813,0.24
30814,0.18
30815,0.34
30816,0.33
30817,0.25
30818,0.2
30819,0.21
30820,0.24
30821,0.16
30822,0.31
30823,0.42
30824,0.5
30825,0.2
30826,0.23
30827,0.5
30828,0.22
30829,0.22
30830,0.17
30831,0.1653846153846154
30832,0.2
30833,0.5
30834,0.15
30835,0.26
30836,0.2
30837,0.14
30838,0.43
30839,0.26
30840,0.19
30841,0.27
30842,0.33
30843,0.39607843137254906
30844,0.26
30845,0.2
30846,0.1
30847,0.16
30848,0.17
30849,0.17
30850,0.18
30851,0.27
30852,0.29625
30853,0.15
30854,0.3
30855,0.12
30856,0.5
30857,0.33
30858,0.18
30859,0.4
30860,0.14
30861,0.26
30862,0.24
30863,0.28
30864,0.5
30865,0.5
30866,0.49
30867,0.29
30868,0.16
30869,0.33
30870,0.16
30871,0.2
30872,0.32
30873,0.18
30874,0.23
30875,0.09
30876,0.21
30877,0.39607843137254906
30878,0.2
30879,0.19
30880,0.5
30881,0.5
30882,0.5
30883,0.29
30884,0.13
30885,0.18
30886,0.13
30887,0.23
30888,0.33
30889,0.19
30890,0.15
30891,0.15
30892,0.15
30893,0.19
30894,0.16
30895,0.27
30896,0.2
30897,0.12
30898,0.4
30899,0.21
30900,0.27
30901,0.19
30902,0.29
30903,0.27
30904,0.19
30905,0.33
30906,0.18
30907,0.15
30908,0.29
30909,0.39607843137254906
30910,0.34
30911,0.19
30912,0.21
30913,0.22
30914,0.26
30915,0.14
30916,0.28
30917,0.16
30918,0.14
30919,0.29
30920,0.15
30921,0.54
30922,0.15
30923,0.39
30924,0.25
30925,0.21
30926,0.32
30927,0.17
30928,0.1
30929,0.4
30930,0.33
30931,0.31
30932,0.19
30933,0.5
30934,0.24
30935,0.2
30936,0.35
30937,0.23
30938,0.18
30939,0.39607843137254906
30940,0.42
30941,0.29
30942,0.5
30943,0.23
30944,0.34
30945,0.21
30946,0.22
30947,0.17
30948,0.28
30949,0.406078431372549
30950,0.26
30951,0.19
30952,0.27
30953,0.39
30954,0.11
30955,0.24
30956,0.45
30957,0.22
30958,0.27
30959,0.22
30960,0.27
30961,0.18
30962,0.21
30963,0.45617021276595743
30964,0.11
30965,0.2
30966,0.18
30967,0.12
30968,0.23
30969,0.12
30970,0.20058823529411765
30971,0.41
30972,0.11
30973,0.56
30974,0.5
30975,0.23
30976,0.22
30977,0.18
30978,0.15
30979,0.09
30980,0.23058823529411765
30981,0.13
30982,0.5
30983,0.28
30984,0.36
30985,0.16
30986,0.2
30987,0.29
30988,0.4
30989,0.38
30990,0.39607843137254906
30991,0.13
30992,0.5
30993,0.25
30994,0.36
30995,0.33
30996,0.39607843137254906
30997,0.22
30998,0.5
30999,0.16
31000,0.14
31001,0.25
31002,0.21
31003,0.5
31004,0.406078431372549
31005,0.15
31006,0.19
31007,0.28
31008,0.22
31009,0.15
31010,0.25
31011,0.16
31012,0.37
31013,0.25
31014,0.19
31015,0.2
31016,0.24
31017,0.33
31018,0.32
31019,0.21
31020,0.31
31021,0.13
31022,0.24
31023,0.13
31024,0.19
31025,0.13
31026,0.2
31027,0.27
31028,0.22
31029,0.5
31030,0.05
31031,0.09
31032,0.5
31033,0.28
31034,0.28
31035,0.21
31036,0.19
31037,0.36
31038,0.18
31039,0.5
31040,0.23
31041,0.2
31042,0.39607843137254906
31043,0.18
31044,0.2
31045,0.36
31046,0.19
31047,0.22
31048,0.04
31049,0.31
31050,0.38
31051,0.27
31052,0.3
31053,0.26
31054,0.24
31055,0.19
31056,0.23
31057,0.14
31058,0.14
31059,0.1
31060,0.21
31061,0.5
31062,0.23
31063,0.16
31064,0.21
31065,0.14
31066,0.14
31067,0.4
31068,0.22
31069,0.08
31070,0.16
31071,0.17
31072,0.39607843137254906
31073,0.4
31074,0.5
31075,0.19
31076,0.27
31077,0.2
31078,0.19
31079,0.19
31080,0.21
31081,0.25
31082,0.33
31083,0.5
31084,0.5
31085,0.29
31086,0.29
31087,0.17
31088,0.39607843137254906
31089,0.18
31090,0.18
31091,0.22
31092,0.4
31093,0.2
31094,0.28
31095,0.5
31096,0.29
31097,0.5
31098,0.24
31099,0.11
31100,0.27
31101,0.5
31102,0.24
31103,0.39
31104,0.24
31105,0.39607843137254906
31106,0.16
31107,0.4
31108,0.12
31109,0.22
31110,0.22
31111,0.2
31112,0.17
31113,0.22
31114,0.49
31115,0.15
31116,0.32
31117,0.12
31118,0.5
31119,0.27
31120,0.39
31121,0.15
31122,0.08
31123,0.38
31124,0.22
31125,0.406078431372549
31126,0.14
31127,0.22
31128,0.56
31129,0.39
31130,0.27636363636363637
31131,0.27
31132,0.21
31133,0.23
31134,0.23
31135,0.17
31136,0.25
31137,0.22
31138,0.25
31139,0.5
31140,0.21
31141,0.15
31142,0.4
31143,0.4
31144,0.18
31145,0.18
31146,0.4
31147,0.22
31148,0.29
31149,0.27
31150,0.44
31151,0.5
31152,0.14
31153,0.23
31154,0.21
31155,0.23
31156,0.33
31157,0.18
31158,0.18
31159,0.5
31160,0.5
31161,0.25
31162,0.25
31163,0.28
31164,0.11
31165,0.19
31166,0.1
31167,0.2
31168,0.15
31169,0.2
31170,0.5
31171,0.15
31172,0.14
31173,0.5
31174,0.18
31175,0.28
31176,0.16
31177,0.17
31178,0.2
31179,0.55
31180,0.5
31181,0.5
31182,0.27
31183,0.5
31184,0.19
31185,0.26
31186,0.35
31187,0.18
31188,0.14
31189,0.19
31190,0.19
31191,0.2
31192,0.39607843137254906
31193,0.2
31194,0.15
31195,0.2
31196,0.17
31197,0.19
31198,0.15
31199,0.18
31200,0.13
31201,0.13
31202,0.22
31203,0.39607843137254906
31204,0.17
31205,0.08
31206,0.22
31207,0.3
31208,0.23
31209,0.44
31210,0.16
31211,0.1
31212,0.19
31213,0.23
31214,0.5
31215,0.13
31216,0.13
31217,0.29
31218,0.17
31219,0.19
31220,0.1
31221,0.5
31222,0.22
31223,0.5
31224,0.18
31225,0.5
31226,0.5
31227,0.35
31228,0.36
31229,0.29
31230,0.32
31231,0.2
31232,0.16
31233,0.2
31234,0.15
31235,0.3
31236,0.18
31237,0.4
31238,0.21
31239,0.22
31240,0.12
31241,0.18
31242,0.33
31243,0.4
31244,0.33
31245,0.4
31246,0.21
31247,0.12
31248,0.18
31249,0.5
31250,0.24
31251,0.31
31252,0.32
31253,0.5
31254,0.37
31255,0.24
31256,0.19
31257,0.1
31258,0.17
31259,0.15
31260,0.19
31261,0.3
31262,0.29
31263,0.23
31264,0.09
31265,0.5
31266,0.2
31267,0.23
31268,0.24
31269,0.25
31270,0.31
31271,0.17
31272,0.07
31273,0.19
31274,0.44
31275,0.2
31276,0.27
31277,0.14
31278,0.16
31279,0.17
31280,0.5
31281,0.21
31282,0.42
31283,0.1
31284,0.22
31285,0.26
31286,0.4
31287,0.2
31288,0.5
31289,0.5
31290,0.11
31291,0.28
31292,0.24
31293,0.5
31294,0.25
31295,0.14
31296,0.18
31297,0.38
31298,0.23
31299,0.33
31300,0.34
31301,0.29
31302,0.33
31303,0.416078431372549
31304,0.22
31305,0.21
31306,0.39607843137254906
31307,0.44
31308,0.15
31309,0.2
31310,0.55
31311,0.22
31312,0.14
31313,0.13
31314,0.12
31315,0.36
31316,0.2
31317,0.3005263157894737
31318,0.4
31319,0.17
31320,0.34
31321,0.12
31322,0.13
31323,0.5
31324,0.31
31325,0.42
31326,0.18
31327,0.16
31328,0.19
31329,0.24
31330,0.5
31331,0.27
31332,0.39607843137254906
31333,0.18
31334,0.26
31335,0.16
31336,0.19
31337,0.27
31338,0.25
31339,0.11
31340,0.18
31341,0.16
31342,0.33
31343,0.39607843137254906
31344,0.5
31345,0.28
31346,0.24
31347,0.16
31348,0.39607843137254906
31349,0.31
31350,0.16
31351,0.5
31352,0.26
31353,0.2
31354,0.24
31355,0.27
31356,0.32
31357,0.26
31358,0.2
31359,0.15
31360,0.15
31361,0.16
31362,0.2
31363,0.09
31364,0.36
31365,0.39
31366,0.39
31367,0.15
31368,0.09
31369,0.09
31370,0.2
31371,0.25
31372,0.21
31373,0.26
31374,0.42
31375,0.21
31376,0.42
31377,0.406078431372549
31378,0.13
31379,0.15
31380,0.18
31381,0.2
31382,0.16
31383,0.21
31384,0.21625
31385,0.2
31386,0.31
31387,0.17
31388,0.25
31389,0.12
31390,0.1
31391,0.4
31392,0.5
31393,0.17
31394,0.4
31395,0.45617021276595743
31396,0.2
31397,0.49
31398,0.21
31399,0.24
31400,0.15
31401,0.39607843137254906
31402,0.14
31403,0.17
31404,0.14
31405,0.26
31406,0.4
31407,0.07
31408,0.11
31409,0.25
31410,0.11
31411,0.2
31412,0.24
31413,0.08
31414,0.12
31415,0.09
31416,0.34
31417,0.39607843137254906
31418,0.22
31419,0.2505263157894737
31420,0.34
31421,0.15
31422,0.3
31423,0.26
31424,0.39607843137254906
31425,0.21
31426,0.33
31427,0.34
31428,0.2
31429,0.23
31430,0.32
31431,0.17
31432,0.27
31433,0.09
31434,0.2
31435,0.5
31436,0.09
31437,0.17
31438,0.14
31439,0.16
31440,0.16
31441,0.15
31442,0.24
31443,0.27
31444,0.18
31445,0.31
31446,0.16
31447,0.21
31448,0.22683823529411765
31449,0.3
31450,0.13
31451,0.39607843137254906
31452,0.19
31453,0.07
31454,0.22
31455,0.26
31456,0.5
31457,0.25
31458,0.5
31459,0.12
31460,0.26
31461,0.19
31462,0.29
31463,0.06
31464,0.25
31465,0.27
31466,0.21
31467,0.31
31468,0.33
31469,0.11
31470,0.14
31471,0.13
31472,0.24
31473,0.32
31474,0.35
31475,0.5
31476,0.33
31477,0.33
31478,0.15
31479,0.17
31480,0.15
31481,0.19
31482,0.25
31483,0.3
31484,0.19
31485,0.17
31486,0.16
31487,0.36
31488,0.27
31489,0.19
31490,0.39607843137254906
31491,0.33
31492,0.19
31493,0.15
31494,0.3
31495,0.5
31496,0.28
31497,0.4
31498,0.41583333333333333
31499,0.28
31500,0.2
31501,0.13
31502,0.2
31503,0.17
31504,0.31
31505,0.18
31506,0.24
31507,0.5
31508,0.33
31509,0.29
31510,0.1
31511,0.11
31512,0.26
31513,0.14
31514,0.18
31515,0.15
31516,0.18
31517,0.36
31518,0.5
31519,0.39607843137254906
31520,0.56
31521,0.13
31522,0.18
31523,0.13
31524,0.24
31525,0.17
31526,0.09
31527,0.2205263157894737
31528,0.26
31529,0.19
31530,0.26
31531,0.5
31532,0.34
31533,0.35
31534,0.14
31535,0.16
31536,0.15
31537,0.17
31538,0.406078431372549
31539,0.5
31540,0.07
31541,0.2
31542,0.32
31543,0.09
31544,0.19
31545,0.3
31546,0.14
31547,0.1
31548,0.18
31549,0.28
31550,0.5
31551,0.22
31552,0.21
31553,0.39
31554,0.22
31555,0.18
31556,0.36
31557,0.15
31558,0.39607843137254906
31559,0.26
31560,0.18
31561,0.3
31562,0.25
31563,0.21
31564,0.16
31565,0.2815
31566,0.18
31567,0.24
31568,0.5
31569,0.43
31570,0.26
31571,0.14
31572,0.18
31573,0.12
31574,0.19
31575,0.26
31576,0.5
31577,0.2
31578,0.19
31579,0.12
31580,0.19
31581,0.19
31582,0.17
31583,0.09
31584,0.2
31585,0.1
31586,0.16
31587,0.17
31588,0.19
31589,0.07
31590,0.22
31591,0.24
31592,0.15
31593,0.39607843137254906
31594,0.18
31595,0.22625
31596,0.17
31597,0.14
31598,0.23
31599,0.5
31600,0.5
31601,0.17
31602,0.08
31603,0.18
31604,0.23
31605,0.08
31606,0.24
31607,0.26
31608,0.08
31609,0.39607843137254906
31610,0.5
31611,0.19
31612,0.32
31613,0.5
31614,0.15
31615,0.22
31616,0.27
31617,0.5
31618,0.5
31619,0.19
31620,0.2
31621,0.12
31622,0.14
31623,0.1
31624,0.33
31625,0.28
31626,0.2205
31627,0.11
31628,0.21
31629,0.11
31630,0.27
31631,0.18
31632,0.08
31633,0.25
31634,0.17
31635,0.406078431372549
31636,0.22
31637,0.18
31638,0.09
31639,0.5
31640,0.2
31641,0.18
31642,0.22
31643,0.22
31644,0.18
31645,0.15
31646,0.14
31647,0.12
31648,0.5
31649,0.28
31650,0.16
31651,0.15
31652,0.25
31653,0.4
31654,0.18
31655,0.4
31656,0.5
31657,0.406078431372549
31658,0.11
31659,0.33583333333333326
31660,0.19
31661,0.22
31662,0.27
31663,0.22
31664,0.18
31665,0.23
31666,0.27
31667,0.27
31668,0.28
31669,0.4
31670,0.23
31671,0.14
31672,0.15
31673,0.21625
31674,0.29
31675,0.39607843137254906
31676,0.33583333333333326
31677,0.08
31678,0.39607843137254906
31679,0.18
31680,0.5
31681,0.37
31682,0.34
31683,0.23
31684,0.18
31685,0.15
31686,0.3
31687,0.35
31688,0.12
31689,0.15
31690,0.25
31691,0.27
31692,0.14
31693,0.5
31694,0.1805263157894737
31695,0.17
31696,0.21
31697,0.13
31698,0.5
31699,0.18
31700,0.23
31701,0.33
31702,0.33
31703,0.2
31704,0.49
31705,0.39607843137254906
31706,0.17
31707,0.21
31708,0.2
31709,0.16
31710,0.13
31711,0.24
31712,0.31
31713,0.13
31714,0.41
31715,0.26
31716,0.17
31717,0.18
31718,0.31
31719,0.11
31720,0.2
31721,0.33
31722,0.15
31723,0.15
31724,0.33
31725,0.5
31726,0.18
31727,0.45617021276595743
31728,0.16
31729,0.2
31730,0.36
31731,0.17
31732,0.24
31733,0.3
31734,0.2
31735,0.31
31736,0.5
31737,0.13
31738,0.5
31739,0.24
31740,0.15
31741,0.5
31742,0.2
31743,0.33
31744,0.21
31745,0.22
31746,0.18
31747,0.5
31748,0.406078431372549
31749,0.22
31750,0.24
31751,0.13
31752,0.5
31753,0.1
31754,0.26
31755,0.09
31756,0.21
31757,0.16
31758,0.2
31759,0.28
31760,0.16
31761,0.41
31762,0.34
31763,0.17
31764,0.33
31765,0.21
31766,0.3
31767,0.13
31768,0.5
31769,0.27
31770,0.13
31771,0.07
31772,0.34
31773,0.24
31774,0.17
31775,0.15
31776,0.32
31777,0.25
31778,0.12
31779,0.18
31780,0.09
31781,0.41
31782,0.28
31783,0.33
31784,0.32
31785,0.36
31786,0.11
31787,0.31
31788,0.18
31789,0.16
31790,0.1
31791,0.13
31792,0.1
31793,0.34
31794,0.2
31795,0.19
31796,0.5
31797,0.39607843137254906
31798,0.25
31799,0.39607843137254906
31800,0.12
31801,0.19
31802,0.27
31803,0.17
31804,0.2
31805,0.17
31806,0.39607843137254906
31807,0.5
31808,0.49
31809,0.06
31810,0.17
31811,0.5
31812,0.34
31813,0.08
31814,0.25
31815,0.44
31816,0.2
31817,0.33
31818,0.17
31819,0.5
31820,0.31
31821,0.5
31822,0.23
31823,0.5
31824,0.08
31825,0.17
31826,0.5
31827,0.2
31828,0.23
31829,0.18
31830,0.22
31831,0.4
31832,0.19
31833,0.12
31834,0.23
31835,0.4
31836,0.21
31837,0.12
31838,0.11
31839,0.41
31840,0.5
31841,0.25
31842,0.17
31843,0.19
31844,0.27
31845,0.11
31846,0.13
31847,0.33
31848,0.15
31849,0.19
31850,0.5
31851,0.4
31852,0.12
31853,0.28
31854,0.36
31855,0.19
31856,0.16
31857,0.21
31858,0.33
31859,0.18
31860,0.13
31861,0.19
31862,0.17
31863,0.06
31864,0.22
31865,0.15
31866,0.2
31867,0.16
31868,0.24
31869,0.16
31870,0.21
31871,0.19
31872,0.36
31873,0.19
31874,0.3
31875,0.21
31876,0.29
31877,0.11
31878,0.5
31879,0.16
31880,0.33
31881,0.22
31882,0.14
31883,0.16
31884,0.21
31885,0.22
31886,0.28
31887,0.5
31888,0.15
31889,0.13
31890,0.17
31891,0.28
31892,0.2
31893,0.35
31894,0.32
31895,0.17
31896,0.15
31897,0.28
31898,0.28
31899,0.19
31900,0.47
31901,0.16
31902,0.14
31903,0.27
31904,0.2
31905,0.24
31906,0.27
31907,0.2
31908,0.24
31909,0.17
31910,0.2115
31911,0.25606060606060604
31912,0.5
31913,0.17
31914,0.5
31915,0.5
31916,0.4
31917,0.14
31918,0.19
31919,0.39
31920,0.16
31921,0.45617021276595743
31922,0.31
31923,0.19
31924,0.09
